name,smiles,PeroxyAlkyl(RO2),PeroxyAcid(RCO3),Alcoxy(RO),Alcohol(C-H),Unsaturated(>C=C<),Aldehyde(-CHO),Carbonyl(>C=O),Nitrate(-ONO2),HydroPeroxide(-OOH),PAN(-C(O)OONO2)
C6TRONOHO2,[O]OC(CC=O)C(=O)C(=O)CO,1,0,0,0,0,0,3,0,0,0
IPRCHOOA,[O-][O+]CC(C)C,1,0,0,2,0,0,0,0,0,0
C618CO2H,O=CCC(=O)C(C)(C)C(=O)O,0,0,0,2,0,0,2,0,0,0
C612O,[O]CC(=O)C(C)(C)CO,0,0,0,2,0,0,1,0,0,0
CO24C63O2,[O]OC(C(=O)C)C(=O)CC,1,0,0,1,0,0,2,0,0,0
NC4MDCO2H,O=CC(=C(C)C(=O)O)N(=O)=O,0,0,0,1,0,0,1,0,0,0
C79OOH,OOCC(C)(O)C(=O)CC(=O)C,0,0,0,2,0,1,2,0,1,0
NDNT123LO,O=N(=O)OC1(C)C2(C)OOC1(N(=O)=O)C([O])(O)C(=C2C)N(=O)=O,0,0,1,2,0,0,1,0,0,0
BCCO,OCC1([O])CC\C=C(\C)/CCC2C1CC2(C)C,0,0,1,2,1,0,0,0,0,0
MC5CO2OHO2,O=CC(O)C(C)(O[O])C(=O)C,1,0,0,2,0,1,1,0,0,0
ETBECO2,[O]OCCOC(C)(C)C,1,0,0,3,0,0,0,0,0,0
IPBFUOOH,OOC1C(=O)OC(C(C)C)C1O,0,0,0,1,0,0,1,0,1,0
C518CO2H,OCC(C(=C)C)C(=O)O,0,0,0,0,0,0,1,0,0,0
C2CL2OH2,OC(Cl)C(O)Cl,0,0,0,0,0,0,0,0,0,0
HM23C4O,OCC(C)C(C)C[O],0,0,0,2,0,0,0,0,0,0
ISOP34OOH,CC(=C)C(COO)O,0,0,0,1,0,0,0,0,0,0
NBUTDAOOH,OOC(C=C)CON(=O)=O,0,0,0,0,1,0,0,1,1,0
HM2C43CHO,OCC(C)C(C)C=O,0,0,0,2,0,0,0,0,0,0
NOETLQO,CCC1=C(C)C(=O)C([O])C(ON(=O)=O)C1=O,0,0,1,2,0,0,2,1,0,0
MACRO,CC([O])(CO)C=O,0,0,1,1,0,0,0,0,0,0
ACCOPROOH,CC(CC(=O)OC(=O)C)OO,0,0,0,1,0,0,2,0,0,0
C111OOH,CCCCCCC(OO)CC(=O)CC,0,0,0,2,0,0,1,0,1,0
PRONEMOXO,COC([O])C(=O)C,0,0,1,2,0,1,1,0,0,0
C23O3ECO2H,CCC(OC(=O)C(=O)C)C(=O)O,0,0,0,1,0,0,3,0,0,0
M3PECOOH,CCC(C)(CC)OO,0,0,0,2,0,0,0,0,0,0
C2CL2OHO,OC(Cl)C([O])Cl,0,0,1,0,0,0,0,0,0,0
ETBECOH,OCCOC(C)(C)C,0,0,0,3,0,0,0,0,0,0
C104OOH,CCCCC(=O)C(OO)CC(=O)CC,0,0,0,2,0,0,2,0,1,0
C97O,OCC1CC([O])(C(=O)C)C1(C)C,0,0,1,2,0,0,1,0,0,0
CO2C54CO3H,CC(CC(=O)C)C(=O)OO,0,0,0,1,0,0,2,0,0,0
NC728OOH,O=CCC(CO)C(C)(OO)CO[N+](=O)[O-],0,0,0,1,0,0,0,0,0,0
C93O2,CCCC(O)C(O[O])CC(=O)CC,1,0,0,2,0,0,1,0,0,0
C235C6CO3H,OOC(=O)CC(=O)CC(=O)C(=O)C,0,0,0,1,0,1,4,0,1,0
HO1C4NO3,OCCCCON(=O)=O,0,0,0,0,0,0,0,1,0,0
C5COCHOOOH,OOCC(=O)CCC=O,0,0,0,0,0,0,1,0,1,0
NEOPO2,[O]OCC(C)(C)C,1,0,0,3,0,0,0,0,0,0
CH3SOO,CSO[O],1,0,0,1,0,0,0,0,0,0
C719O2,[O]OC1(C)C(O)CC(=O)CC1O,1,0,0,1,0,0,1,0,0,0
C9DCO2,[O]OC1C2C(=O)CC(=O)C1C2(C)C,1,0,0,2,0,0,2,0,0,0
NPRACBOH,CCC(O)OC(=O)C,0,0,0,2,0,1,1,0,0,0
HO1C4O2,OCCCCO[O],1,0,0,0,0,0,0,0,0,0
EPXM2DCO2H,O=CC1(C)OC1(C)C(=O)O,0,0,0,2,0,0,1,0,0,0
C615PAN,O=CC(C(=O)OON(=O)=O)C(C)(C)C=O,0,0,0,2,0,0,2,1,0,0
C1211O2,[O]OCCC(=O)C1CC(C)(C)C1CCC(=O)O,1,0,0,2,0,0,2,0,0,0
C830CO3,O=CCC1C(CC1(C)C)C(=O)O[O],1,1,0,1,0,0,1,0,0,0
C23O3ECO3,[O]OC(=O)C(CC)OC(=O)C(=O)C,1,0,0,1,0,1,3,0,0,0
C1211OH,OCCC(=O)C1CC(C)(C)C1CCC(=O)O,0,0,0,2,0,0,2,0,0,0
OXYBIPERO,OC1C2C=CC(C)([O])C1(C)OO2,0,0,1,2,1,0,0,0,0,0
C9DCOH,O=C1CC(=O)C2C(O)C1C2(C)C,0,0,0,2,0,0,1,0,0,0
C719OH,O=C1CC(O)C(C)(O)C(O)C1,0,0,0,1,0,0,0,0,0,0
C8236CO,CCC(=O)C=CC(=O)C(=O)C,0,0,0,2,1,1,3,0,0,0
BUT2CO3,CC(CC)C(=O)O[O],1,1,0,1,0,0,1,0,0,0
CH3SO2,C[S](=O)=O,0,0,0,1,0,0,0,0,0,0
CH3SO3,CS(=O)(=O)[O],0,0,0,1,0,0,0,0,0,0
NEOPOH,OCC(C)(C)C,0,0,0,3,0,0,0,0,0,0
C918CHO,O=CC1(O)CCC2CC1C2(C)C,0,0,0,2,0,0,0,0,0,0
MEMOXYCO3,COCC(=O)O[O],1,1,0,1,0,0,1,0,0,0
C105OOH,CCCCC(=O)C(=O)C(OO)C(=O)CC,0,0,0,2,0,0,3,0,1,0
HO5CO8C10,CCCCC(O)CCC(=O)CC,0,0,0,2,0,0,1,0,0,0
C93OH,CCCC(O)C(O)CC(=O)CC,0,0,0,2,0,0,1,0,0,0
CY6DIONOH,OC1CC(=O)CC(=O)C1,0,0,0,0,0,0,2,0,0,0
C6CO4DB,O=CC(=O)C=CC(=O)C=O,0,0,0,0,1,0,2,0,0,0
MALANHY2OH,O=C1OC(=O)C(O)C1O,0,0,0,0,0,0,1,0,0,0
C55O2,[O]OCC(=O)C(C)(C)O,1,0,0,2,0,0,1,0,0,0
NOETOLO,CCC1=C(C)C2OOC(C2ON(=O)=O)C1(O)[O],0,0,0,2,0,0,1,1,0,0
C1215CO,O=CCCC(=O)C(=O)CC(C)(C)C(=O)CCO,0,0,0,2,0,0,3,0,0,0
ACCOMEPAN,O=C(OON(=O)=O)CC(=O)OC(=O)C,0,0,0,1,0,1,3,1,0,0
C4ME22OH,CC(C)(O)C(C)(C)O,0,0,0,4,0,0,0,0,0,0
HO3C4NO3,CCC(O)CON(=O)=O,0,0,0,1,0,0,0,1,0,0
CH3OCH2O2,COCO[O],1,0,0,1,0,0,0,0,0,0
CY6TRIONO2,[O]OCC(=O)CC(=O)CC=O,1,0,0,0,0,0,2,0,0,0
CH3OCH2OH,COCO,0,0,0,1,0,0,0,0,0,0
C517CO3H,OCC(CC(=O)OO)C(=O)C,0,0,0,1,0,1,2,0,1,0
M33C4OH,CCC(C)(C)CO,0,0,0,3,0,0,0,0,0,0
H3C25C5CHO,O=CC(=O)CC(O)C(=O)C,0,0,0,1,0,1,2,0,0,0
INB1HPPAN,OOC(C(=O)OON(=O)=O)C(C)(CO)ON(=O)=O,0,0,0,1,0,0,2,2,1,0
C47CO3H,O=CC(C(C(=O)OO)(O)C)O[N+](=O)[O-],0,0,0,0,0,0,1,0,1,0
BCKBOOH,OOC1CCC(=O)C2CC(C)(C)C2CCC1(C)O,0,0,0,3,0,0,1,0,1,0
CY6DIONO2,[O]OC1CC(=O)CC(=O)C1,1,0,0,0,0,0,2,0,0,0
BOXCOEOL,CCCCOC(=O)C(C)O,0,0,0,2,0,0,1,0,0,0
MC6OTKETOH,O=C(OC(C)(O)C(=O)C)C(=O)C,0,0,0,2,0,1,2,0,0,0
PBZBPEROOH,CCCC12OOC(C(OO)C=C1)C2O,0,0,0,1,1,0,0,0,1,0
M23C43O2,[O]OC(C)(C)C(C)C,1,0,0,4,0,0,0,0,0,0
HSO3,nan,0,0,0,0,0,0,0,0,0,0
ME2BUOLO2,[O]OC(C)(C)C(C)O,1,0,0,3,0,0,0,0,0,0
DMKOHO2,[O]OC(C(=O)C)C(O)C(=O)C,1,0,0,1,0,1,2,0,0,0
NTM135LOOH,OOC1(O)C(=CC2(C)OOC1(C)C2ON(=O)=O)C,0,0,0,3,0,0,1,1,1,0
ENCATECO,CCC12OOC(C(=C(O)C2([O])O)N(=O)=O)C1O,0,0,1,1,0,0,1,0,0,0
DNEBNZOL,CCc1cc(cc(N(=O)=O)c1O)N(=O)=O,0,0,0,1,0,0,1,0,0,0
M23C43OH,CC(C)C(C)(C)O,0,0,0,4,0,0,0,0,0,0
DEMPHSMS1O,CCc1cc(CC)c([O])c(C)c1,0,0,1,2,0,0,0,0,0,0
C52NO31O2,CCCC(CO[O])ON(=O)=O,1,0,0,1,0,0,0,1,0,0
MBOAO,OCC([O])C(C)(C)O,0,0,1,2,0,0,0,0,0,0
BPINAO,OCC1([O])CCC2CC1C2(C)C,0,0,1,2,0,0,0,0,0,0
MXCATEC1O2,[O]Oc1c(C)cc(C)cc1O,1,0,0,2,0,0,0,0,0,0
PBZMUCCO3H,CCCC(=O)C=CC1OC1C(=O)OO,0,0,0,1,1,0,2,0,0,0
C7MO3OHOOH,O=CC(=O)C(O)C(OO)C(=O)C(C)C,0,0,0,2,0,0,2,0,1,0
C4NO3M2OOH,OOC(C)C(C)(C)ON(=O)=O,0,0,0,3,0,0,0,1,1,0
BZFUONOO,[O-][O+]=CC(=O)OCC=O,0,0,0,0,0,0,1,0,0,0
NEOPOOH,OOCC(C)(C)C,0,0,0,3,0,0,0,0,1,0
MTBKO,[O]CC(C)(C)C(=O)C,0,0,0,3,0,1,1,0,0,0
TM135MUOOH,OOC(C)(C(O)C(=O)C)C1OC1(C)C=O,0,0,0,2,0,0,1,0,1,0
C116CO3,O=CCC1C(CC1(C)C)C(=O)CCC(=O)O[O],1,1,0,1,0,0,2,0,0,0
C920O2,[O]OCC1CC(C(=O)CO)C1(C)C,1,0,0,2,0,0,1,0,0,0
C527O2,[O]OC(C(OO)(CO)C)C=O,1,0,0,0,0,0,0,0,1,0
C512NO3,O=CCC(=O)CCON(=O)=O,0,0,0,0,0,0,1,1,0,0
C8OHO2CO3H,CCCC(=CC(=O)OO)C(=O)C(O)C=O,0,0,0,1,0,0,2,0,1,0
TM124NO2O2,[O]OC1(O)C=C(C)C2(C)OOC1(N(=O)=O)C2O,1,0,0,2,1,0,1,0,0,0
PPRBQO2,CCCC(=CC(=O)CO[O])C(=O)CO,1,0,0,1,0,0,2,0,0,0
C5PAN19,OCC=C(C)C(=O)OON(=O)=O,0,0,0,1,1,0,1,1,0,1
MTBEACHO13,O=COC(C)(C)C=O,0,0,0,2,0,0,0,0,0,0
C5PAN11,O=N(=O)OOC(=O)CC(C)(C)O,0,0,0,2,0,0,1,0,0,0
C5PAN10,CC(O)CC(O)C(=O)OON(=O)=O,0,0,0,1,0,0,1,1,0,1
C5PAN13,OCC(C)C(O)C(=O)OON(=O)=O,0,0,0,1,0,0,1,1,0,1
C5PAN12,OCCC(C)(O)C(=O)OON(=O)=O,0,0,0,1,0,0,1,1,0,1
C5PAN15,OCC(C)(C)C(=O)OON(=O)=O,0,0,0,2,0,0,1,1,0,1
C5PAN14,O=N(=O)OOC(=O)C(C)C(C)O,0,0,0,2,0,0,1,0,0,0
C5PAN17,OCC(=CC(=O)OON(=O)=O)C,0,0,0,1,0,0,2,1,0,0
C5PAN16,CCC(=O)CC(=O)OON(=O)=O,0,0,0,1,0,0,2,1,0,1
C820O2,OCC(O[O])(CC(=O)C(=O)C)C(=O)C,1,0,0,1,0,1,3,0,0,0
PPRBQOH,CCCC(=CC(=O)CO)C(=O)CO,0,0,0,1,0,0,2,0,0,0
C7DCPAN,CCCC(=O)C=CC(=O)OON(=O)=O,0,0,0,1,1,0,2,1,0,1
BOXPRONEAO,CCCC([O])OCC(=O)C,0,0,1,2,0,1,1,0,0,0
HO3C5CO3,CCC(O)CCC(=O)O[O],1,1,0,1,0,0,1,0,0,0
HO3C3PAN,CCC(O)C(=O)OON(=O)=O,0,0,0,1,0,0,1,1,0,1
HO12CO3C4,CC(=O)C(O)CO,0,0,0,1,0,0,1,0,0,0
C3MNO3PAN,O=N(=O)OOC(=O)C(ON(=O)=O)C(C)C,0,0,0,2,0,0,2,1,0,0
CHOCL,ClC=O,0,0,0,1,0,0,0,0,0,0
C826CO3OOH,OOC(C=CC(=O)CC)C(=O)C,0,0,0,1,1,1,2,0,1,0
HEXCO,CCCC([O])CC,0,0,1,2,0,0,0,0,0,0
H13CO2CO3,OCC(=O)C(O)C(=O)O[O],1,1,0,0,0,0,2,0,0,0
HO13M2C4,OCC(C)C(C)O,0,0,0,2,0,0,0,0,0,0
PHIC3NO3,O=N(=O)OC(C)(C)c1ccccc1,0,0,0,2,0,0,0,0,0,0
EOX2ETA2OH,CCOC(O)CO,0,0,0,1,0,0,0,0,0,0
CHCL2O,[O]C(Cl)Cl,0,0,0,0,0,0,0,0,0,0
PMALNHYOOH,CCCC1(OO)C(=O)OC(=O)C1O,0,0,0,1,0,0,2,0,0,0
HEX2ONANO3,CCC(CC(=O)C)ON(=O)=O,0,0,0,1,0,0,1,1,0,0
NPRACBNO3,CCC(OC(=O)C)ON(=O)=O,0,0,0,1,0,0,1,1,0,0
C622CHO,CC(=C)C(CC=O)CO,0,0,0,1,0,0,1,0,0,0
BUTDBO2,OCC(O[O])C=C,1,0,0,1,0,0,0,0,0,0
C4ECO2O2,CCC(O[O])(C=O)C(=O)C,1,0,0,2,0,1,2,0,0,0
MPRBNO3CHO,O=CC(C)(C)ON(=O)=O,0,0,0,2,0,0,0,1,0,0
C4OHCO3,CCCC(O)C(=O)O[O],1,1,0,1,0,0,1,0,0,0
BCKET,C/C1=C/CCC(=O)C2CC(C)(C)C2CC\1,0,0,0,3,0,0,1,0,0,0
HPC52OOH,OOCC(C(C=O)O)(OO)C,0,0,0,1,0,0,1,0,1,0
C111O2,CCCCCCC(O[O])CC(=O)CC,1,0,0,2,0,0,1,0,0,0
BRETO2H,OC(=O)CBr,0,0,0,0,0,0,1,0,0,0
DMMALANHY,O=C1OC(=O)C(=C1C)C,0,0,0,1,0,0,1,0,0,0
KLIMONONIC,CC(=O)CCC(CC(=O)O)C(=O)C,0,0,0,2,0,1,3,0,0,0
MECOACETO2,CC(=O)OC(=O)CO[O],1,0,0,1,0,0,2,0,0,0
IPGLOO,[O-][O+]CC(=O)C(C)C,1,0,0,2,0,0,1,0,0,0
HPC52PAN,OOCC(C(C(=O)OO[N+](=O)[O-])O)(OO)C,0,0,0,1,0,0,1,0,1,1
C142NO3,OCCC(=C)C1(O[N+](=O)[O-])CC(C)(C)C1CCC(=O)C,0,0,0,3,0,1,1,0,0,0
TBUACCO,O=CC(C)(C)OC(=O)C,0,0,0,3,0,1,1,0,0,0
CH2CL3O2,ClCC(Cl)(Cl)O[O],1,0,0,1,0,0,0,0,0,0
MXYLO2,[O]OCc1cccc(C)c1,1,0,0,1,0,0,0,0,0,0
NIPBNZ1O,CC(C)c1cccc(N(=O)=O)c1[O],0,0,0,2,0,0,1,0,0,0
NT123L1OOH,OOc1c(C)c(C)c(C)cc1N(=O)=O,0,0,0,3,0,0,0,0,1,0
MXYLOH,OCc1cccc(C)c1,0,0,0,1,0,0,0,0,0,0
MXYLOL,Cc1ccc(O)c(C)c1,0,0,0,2,0,0,0,0,0,0
CHCLOO,[O-][O+]=CCl,0,0,0,0,0,0,0,0,0,0
TM123BPRO,[O]C1C=CC2(C)OOC1(C)C2(C)O,0,0,0,3,1,0,0,0,0,0
CH2CL3OH,ClCC(O)(Cl)Cl,0,0,0,1,0,0,0,0,0,0
C830CO2H,O=CCC1C(CC1(C)C)C(=O)O,0,0,0,1,0,0,1,0,0,0
HO3C6O2,[O]OCCCC(O)CC,1,0,0,1,0,0,0,0,0,0
IPBZMUCOOH,O=CC1OC1C(O)C(OO)C(=O)C(C)C,0,0,0,2,0,0,1,0,1,0
C58NO3CO3H,OOC(=O)C(O)C(C)(CO)ON(=O)=O,0,0,0,1,0,0,1,1,1,0
NC524OH,OCC(ON(=O)=O)C(O)(CO)CO,0,0,0,0,0,0,1,1,0,0
C5COOHCO3H,OC(C=O)C(=O)C=CC(=O)OO,0,0,0,0,1,0,3,0,0,0
C1013OOH,COC(=O)CCC1C(OO)CC1(C)C,0,0,0,3,0,0,1,0,1,0
CH3OH,CO,0,0,0,1,0,0,0,0,0,0
IPECOOH,CCC(C)(C)OO,0,0,0,3,0,0,0,0,0,0
C1014NO3,O=CCC(C)(C)C(CCC(=O)OC)O[N+](=O)[O-],0,0,0,2,0,0,1,0,0,0
DEMPHOLO2,CCC12OOC(CC)(C=C(C)C2(O)O[O])C1O,1,0,0,2,1,0,0,0,0,0
C722OOH,O=CCC(C(=O)O)C(C)(C)OO,0,0,0,2,0,0,1,0,0,0
INB1NAPAN,OCC(C)(ON(=O)=O)C(ON(=O)=O)C(=O)OON(=O)=O,0,0,0,1,0,0,2,3,0,1
C77O,CC(=O)CC([O])C(C)(C)O,0,0,1,3,0,0,1,0,0,0
MIBKBOH,CC(C)C(O)C(=O)C,0,0,0,3,0,1,1,0,0,0
HOIBUTCO3H,OCC(C)CC(=O)OO,0,0,0,1,0,0,1,0,0,0
MIBKBO2,[O]OC(C(C)C)C(=O)C,1,0,0,2,0,1,1,0,0,0
TMB2FUO2,[O]OC1(C)C(=O)OC(C)C1(C)O,1,0,0,3,0,0,1,0,0,0
C413COOOH,OOCC(=O)CC=O,0,0,0,0,0,0,1,0,1,0
MCATEC1O2,[O]Oc1c(C)cccc1O,1,0,0,1,0,0,0,0,0,0
DEMPHOLOH,CCC12OOC(CC)(C2O)C(O)(O)C(=C1)C,0,0,0,2,0,0,0,0,0,0
NC10H22,CCCCCCCCCC,0,0,0,2,0,0,0,0,0,0
CH3O2,CO[O],1,0,0,1,0,0,0,0,0,0
CLCOCLMEO,ClC(=O)C(C)([O])Cl,0,0,1,2,0,0,1,0,0,0
HIEB2O,O=CC([O])C(O)(CO)CO,0,0,1,0,0,0,0,0,0,0
NBZFUO,O=N(=O)OC1COC(=O)C1[O],0,0,0,0,0,0,1,0,0,0
C1012OOH,O=CCC(C)(C)C(OO)CCC(=O)C,0,0,0,3,0,1,1,0,1,0
C712NO3,CC(=O)CC(C)(ON(=O)=O)C(C)O,0,0,0,3,0,0,2,1,0,0
MIBKAOHNO3,O=N(=O)OCC(C)(O)CC(=O)C,0,0,0,2,0,1,1,0,0,0
NBZQOOH,OOC1C(=O)C=CC(=O)C1ON(=O)=O,0,0,0,0,1,0,2,1,1,0
DMCNO3,COC(=O)OCON(=O)=O,0,0,0,1,0,0,1,1,0,0
M3HEXAO,CCC(C)CC(C)[O],0,0,1,3,0,0,0,0,0,0
C718CO3H,OOC(=O)CCC(=O)C(C)(C)C=O,0,0,0,2,0,0,2,0,1,0
MEKANO3,CC(=O)CCON(=O)=O,0,0,0,1,0,0,1,1,0,0
NMVK,C=CC(=O)CON(=O)=O,0,0,0,1,0,0,1,1,0,0
EPXM2DLPAN,O=CC1(C)OC1(C)C(=O)OON(=O)=O,0,0,0,2,0,0,1,1,0,1
C729CO2H,O=CCC(CC(=O)O)C(=C)C,0,0,0,1,0,0,1,0,0,0
HEX3ONDO,CCCC(=O)CC[O],0,0,0,1,0,0,1,0,0,0
MEKBO,CC(=O)C(C)[O],0,0,1,2,0,0,1,0,0,0
CH3SOOOH,CS(=O)OO,0,0,0,1,0,0,0,0,0,0
BCALO,O=CCCC([O])(CO)C1CC(C)(C)C1CCC(=O)C,0,0,1,3,0,1,1,0,0,0
BCAO,C=C1CCC(O)C(C)([O])CCC2C1CC2(C)C,0,0,1,4,0,0,0,0,0,0
ETOMECO3H,CCOCC(=O)OO,0,0,0,1,0,0,1,0,0,0
C8M2CO6OOH,OOC(C(=O)C)C(=CC(=O)CC)C,0,0,0,1,0,0,2,0,1,0
NPBNZ1O2,CCCc1cccc(N(=O)=O)c1O[O],1,0,0,1,0,0,1,0,0,0
C729O2,[O]OCC(CC=O)C(=C)C,1,0,0,1,0,0,1,0,0,0
NPBNZ1OOH,CCCc1cccc(N(=O)=O)c1OO,0,0,0,1,0,0,1,0,0,0
EPXMEC4DAL,CCC1(C=O)OC1(C)C=O,0,0,0,2,0,0,1,0,0,0
CL12PRCO,[O]C(Cl)C(C)Cl,0,0,0,1,0,0,0,0,0,0
C715CO2O2,[O]OC(C=O)C=CC(=O)CC,1,0,0,1,1,0,2,0,0,0
PXCATEC1O2,[O]Oc1c(C)ccc(C)c1O,1,0,0,2,0,0,0,0,0,0
M3PECO2,CCC(C)(CC)O[O],1,0,0,2,0,0,0,0,0,0
C148CO,O=CCC(=O)C(=O)C1CC(C)(C)C1CCC(=O)OC,0,0,0,3,0,0,3,0,0,0
HO5C6O,CCCCC(O)C[O],0,0,0,1,0,0,0,0,0,0
C623OH,OCC(C=O)C(C)(O)CO,0,0,0,1,0,0,1,0,0,0
EPXMKTCO3,CC1(OC1C(=O)C)C(=O)O[O],1,1,0,1,0,0,2,0,0,0
IPRBQCO,O=C1C=C(C(C)C)C(=O)C(O)C1=O,0,0,0,1,1,0,1,0,0,0
PRPAL2CO2H,O=CC(C)C(=O)O,0,0,0,1,0,0,1,0,0,0
HNMVKOOH,OCC(OO)C(=O)CON(=O)=O,0,0,0,0,0,0,1,1,1,0
BCALNO3,O=CCCC(CO)(O[N+](=O)[O-])C1CC(C)(C)C1CCC(=O)C,0,0,0,3,0,1,1,0,0,0
C41OOH,OCC(OO)C(O)C=O,0,0,0,0,0,0,0,0,1,0
MACRNO3,OCC(C)(C=O)ON(=O)=O,0,0,0,1,0,0,1,1,0,0
C623O2,OCC(C=O)C(C)(CO)O[O],1,0,0,1,0,0,1,0,0,0
C133NO3,OCCC(=O)C(=O)CC(C)(C)C(CCC(=O)C)O[N+](=O)[O-],0,0,0,2,0,0,3,0,0,0
HM22C3CO3,[O]OC(=O)CC(C)(C)CO,1,0,0,2,0,0,1,0,0,0
PRNO3CO3,[O]OC(=O)C(C)ON(=O)=O,1,0,0,1,0,0,1,1,0,0
MNCATECO2,[O]OC1(O)C(=C(N(=O)=O)C2OOC1(C)C2O)O,1,0,0,1,0,0,1,0,0,0
M3PECOH,CCC(C)(O)CC,0,0,0,3,0,0,0,0,0,0
C715CO2OH,O=CC(O)C=CC(=O)CC,0,0,0,1,1,0,1,0,0,0
PXCATEC1O,Cc1ccc(C)c([O])c1O,0,0,1,2,0,0,0,0,0,0
INDHPCO3H,OOC(=O)C(C)(OO)C(CO)ON(=O)=O,0,0,0,1,0,0,1,1,1,0
NBUTOLBO2,OCCC(C)O[O],1,0,0,1,0,0,0,0,0,0
HO3C116O2,CCCCCC(O[O])CCC(O)CC,1,0,0,2,0,0,0,0,0,0
C3ME3CO3H,OOC(=O)CC(C)C,0,0,0,2,0,0,1,0,1,0
C6DIALO2,O=CCCC(O[O])CC=O,1,0,0,0,0,0,0,0,0,0
C1215NO3,O=CCCC(=O)C(=O)CC(C)(C)C(CCO)O[N+](=O)[O-],0,0,0,2,0,0,2,0,0,0
HM2C43OOH,OCC(C)C(C)OO,0,0,0,2,0,0,0,0,0,0
NOPINONE,O=C1CCC2CC1C2(C)C,0,0,0,2,0,0,0,0,0,0
T124NCATEC,O=N(=O)c1c(C)c(C)c(O)c(O)c1C,0,0,0,3,0,0,1,0,0,0
INAHPAN,O=N(=O)OCC(O)C(C)(O)C(=O)OON(=O)=O,0,0,0,1,0,0,1,1,0,1
C825O,OCC(CC([O])C(=O)O)C(=C)C,0,0,1,1,0,0,1,0,0,0
HCOCOHPAN,O=CC(O)C(=O)OON(=O)=O,0,0,0,0,0,0,1,1,0,1
ETHFORMO2,CC(OC=O)O[O],1,0,0,1,0,0,1,0,0,0
C83O2,CCC(=O)C(=O)C(O[O])C(=O)CC,1,0,0,2,0,0,3,0,0,0
C6COCHOOOH,OOCCCC(=O)CC=O,0,0,0,0,0,0,1,0,1,0
C513OH,OC(C=O)C(=O)CCO,0,0,0,0,0,0,2,0,0,0
ETHFORMOH,CC(O)OC=O,0,0,0,1,0,0,0,0,0,0
C513O2,OCCC(=O)C(O[O])C=O,1,0,0,0,0,0,1,0,0,0
TBUACPAN,O=N(=O)OOC(=O)C(C)(C)OC(=O)C,0,0,0,3,0,1,2,0,0,0
C67OOH,O=CCC(OO)C(C)(C)O,0,0,0,2,0,0,0,0,1,0
PXYEPOXMUC,O=CC1OC1(C)C=CC(=O)C,0,0,0,2,1,1,1,0,0,0
C6DIALOH,O=CCCC(O)CC=O,0,0,0,0,0,0,0,0,0,0
C630CO,OCCC(=C)C(=O)C=O,0,0,0,0,0,0,1,0,0,0
INDO,OCC(ON(=O)=O)C(C)([O])CO,0,0,1,1,0,0,1,1,0,0
TM123MUOOH,OOC(C(O)C(=O)C)C1OC1(C)C(=O)C,0,0,0,2,0,1,2,0,1,0
DMEPHOLO2,CCC12OOC(C)(C=C(C)C2(O)O[O])C1O,1,0,0,3,1,0,0,0,0,0
VINOH,OC=C,0,0,0,1,0,0,0,0,0,0
C5DBCO2PAN,O=CC(=O)C(=CC(=O)OON(=O)=O)C,0,0,0,1,0,0,3,1,0,0
ETHOX,O1CC1,0,0,0,0,0,0,0,0,0,0
ACCOCOETO,CC(=O)OC(=O)C(=O)C(C)[O],0,0,1,2,0,0,3,0,0,0
MIPKBO,CC(C[O])C(=O)C,0,0,0,2,0,1,1,0,0,0
LMLKBCO,O=CCC(CCC(=O)C=O)C(=O)C,0,0,0,1,0,1,2,0,0,0
C7CO2M5OH,CC(=O)C=CC(C)(O)C(=O)C,0,0,0,3,1,1,2,0,0,0
TBUACCO3H,OOC(=O)C(C)(C)OC(=O)C,0,0,0,3,0,1,2,0,1,0
MMCFO2,[O]OCOC(=O)OC=O,1,0,0,0,0,0,1,0,0,0
OTCATEC1O2,CCc1c(C)ccc(O)c1O[O],1,0,0,2,0,0,0,0,0,0
COO2C4O2,[O]OCCC(=O)OC,1,0,0,1,0,0,1,0,0,0
BCCO2,OCC1(O[O])CC\C=C(\C)/CCC2C1CC2(C)C,1,0,0,2,1,0,0,0,0,0
C4OCCOHNO3,O=CC(O)C(C)ON(=O)=O,0,0,0,1,0,0,0,1,0,0
BCCOH,OCC1(O)CC\C=C(\C)/CCC2C1CC2(C)C,0,0,0,2,1,0,0,0,0,0
MMCFOH,OCOC(=O)OC=O,0,0,0,0,0,0,1,0,0,0
TM135BPRO,CC1=CC2(C)OOC(C)(C1[O])C2O,0,0,0,3,0,0,0,0,0,0
C4ME3HO23,CC(O)C(C)(C)O,0,0,0,3,0,0,0,0,0,0
HOIPRCHO,CC(CO)C=O,0,0,0,1,0,0,0,0,0,0
PROL11MNO3,CCC(C)(O)CON(=O)=O,0,0,0,2,0,0,0,1,0,0
HEXBNO3,CCCCC(C)ON(=O)=O,0,0,0,2,0,0,0,1,0,0
DMEPHOLOH,CCC12OOC(C)(C=C(C)C2(O)O)C1O,0,0,0,3,1,0,0,0,0,0
BOXPRONAO2,CCCC(O[O])OCC(=O)C,1,0,0,2,0,1,1,0,0,0
CO23C65OOH,CC(CC(=O)C(=O)C)OO,0,0,0,1,0,0,2,0,0,0
NC4OOA,OCC(ON(=O)=O)C(=[O+][O-])C,0,0,0,1,0,0,1,1,0,0
NBZFUOOH,OOC1C(=O)OCC1ON(=O)=O,0,0,0,0,0,0,1,1,1,0
